company_link,company_location,company_name,job_detail_url,job_title,site
https://www.indeed.com/cmp/Autodesk?campaignid=mobvjcmp&from=mobviewjob&tk=1hdmugvvaj30v800&fromjk=c3b8c60b9ee9a24a,"Toronto, ON",Autodesk,https://www.indeed.com/applystart?jk=c3b8c60b9ee9a24a&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXhI-_b1SWQEY5NpxUUX9u_-5Z_dA0xndw9ylAW4Hz2CAQ&astse=a8c865c3a8612991&assa=5992,Software Engineer Intern (Winter 2024),Indeed
https://www.indeed.com/cmp/Google?campaignid=mobvjcmp&from=mobviewjob&tk=1hdmuh0e8keed800&fromjk=217189ac1cd68054,"Toronto, ON",Google,https://www.indeed.com/applystart?jk=217189ac1cd68054&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXjG-d6i5rrD-_PlXyZevlpBIv02HSGSZoWequxOEmCHqw&astse=2f2e10b2ae19f4e8&assa=6197,"Software Developer Intern, BS, Summer 2024",Indeed
https://www.indeed.com/cmp/Autodesk?campaignid=mobvjcmp&from=mobviewjob&tk=1hdmuh275kc0s800&fromjk=3209f1fdbb2d5fe5,"Toronto, ON",Autodesk,https://www.indeed.com/applystart?jk=3209f1fdbb2d5fe5&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXi9T7ckeFvRZJyqC4-w9udJpsjbKTpre7P5gvPU7rdPPQ&astse=8ec963b77bbb91b4&assa=7979,"Intern, Full Stack Software Engineer (Winter 2024)",Indeed
https://www.indeed.com/cmp/Sandvine?campaignid=mobvjcmp&from=mobviewjob&tk=1hdmuh474keej801&fromjk=45af2127d03fe5ad,"Waterloo, ON",Sandvine,https://www.indeed.com/applystart?jk=45af2127d03fe5ad&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXjGL49l6aBXFcbouq3kYVSuQPTx7ack05kPwIeOSvQquQ&astse=9d09b64246036198&assa=76,Software Engineer Coop/Intern,Indeed
https://www.indeed.com/cmp/Coinbase-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hdmuh478khrh801&fromjk=438eccecbc34b2b2,Remote,Coinbase,https://www.indeed.com/applystart?jk=438eccecbc34b2b2&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXhNXAjidf5il_BQvP_5rlAgMIfcMu539kP3i1FMxIq2rA&astse=f309c3fc3c5e585b&assa=91,"Summer 2024 - Software Engineer Intern, Frontend",Indeed
https://www.indeed.com/cmp/Lockheed-Martin?campaignid=mobvjcmp&from=mobviewjob&tk=1hdmuh3mfiomk800&fromjk=5e75c2dadb2fbc18,"Calgary, AB",Lockheed Martin Corporation,https://www.indeed.com/applystart?jk=5e75c2dadb2fbc18&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXig8D4UwridkR_KgMDWkDrVl8EZNoFLzyHkpvcd7-Y9bg&astse=cda644659c07b9cf&assa=9535,Software Development Intern,Indeed
https://www.indeed.com/cmp/Autodesk?campaignid=mobvjcmp&from=mobviewjob&tk=1hdmuh58j2hg2004&fromjk=9315da2c509803e4,"Toronto, ON",Autodesk,https://www.indeed.com/applystart?jk=9315da2c509803e4&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXjxZycLSk3DHMHtr-UeQPKFIv02HSGSZoWequxOEmCHqw&astse=d6d965bb395802e4&assa=2849,"Intern, Full Stack Software Engineer (Winter 2024)",Indeed
https://www.indeed.com/cmp/Electronic-Arts?campaignid=mobvjcmp&from=mobviewjob&tk=1hdmuh97fkhrf800&fromjk=845e63912e4a8fbc,"Vancouver, BC",Electronic Arts,https://www.indeed.com/applystart?jk=845e63912e4a8fbc&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXiT71VUNUnEeDdJMeANY_fQkiS-2XS_43VyhyRGICpJaw&astse=45b6685597bbcd55&assa=5281,Software Engineer Intern,Indeed
https://www.indeed.com/cmp/Cnh-Industrial?campaignid=mobvjcmp&from=mobviewjob&tk=1hdmuhehni6jm802&fromjk=299f353fa1c718fc,"Saskatoon, SK",CNH Industrial,https://www.indeed.com/applystart?jk=299f353fa1c718fc&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXh3IoWHQ1Z4CamRtwSfEc-gkiS-2XS_43VyhyRGICpJaw&astse=d2b15a0b4de9f878&assa=649,Software Engineer Intern,Indeed
